ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
GO:0032467	BP	GO:0032467	positive regulation of cytokinesis	7/373	47/18888	0.148936170212766	7.54184016884376	6.37339640753826	3.52658791825162e-05	0.000916314888058026	0.000798477596142184	AURKB/BIRC5/CDCA8/CENPV/ECT2/KIF14/KIF23	7
GO:0034502	BP	GO:0034502	protein localization to chromosome	11/373	124/18888	0.0887096774193548	4.49208682867768	5.53741677421134	3.54467168376183e-05	0.000916314888058026	0.000798477596142184	AURKB/BRCA2/BUB1B/CDK1/CENPA/ESCO2/KNL1/KNTC1/MMS22L/MTBP/SPDL1	11
GO:0000076	BP	GO:0000076	DNA replication checkpoint signaling	5/373	20/18888	0.25	12.6595174262735	7.40468669963363	3.55025140802837e-05	0.000916314888058026	0.000798477596142184	CDC45/CDT1/CLSPN/ORC1/TICRR	5
GO:0045835	BP	GO:0045835	negative regulation of meiotic nuclear division	4/373	11/18888	0.363636363636364	18.413843529125	8.19971089570567	4.42513985579387e-05	0.00112625955357531	0.000981423561584693	FBXO43/FBXO5/KNL1/ZWINT	4
GO:0051987	BP	GO:0051987	positive regulation of attachment of spindle microtubules to kinetochore	4/373	11/18888	0.363636363636364	18.413843529125	8.19971089570567	4.42513985579387e-05	0.00112625955357531	0.000981423561584693	AURKB/BIRC5/CCNB1/CDCA8	4
GO:0006268	BP	GO:0006268	DNA unwinding involved in DNA replication	5/373	21/18888	0.238095238095238	12.0566832631176	7.19543640608627	4.58452710184053e-05	0.00115877874677555	0.00100976081502607	CDC45/GINS2/MCM6/MCM7/RAD51	5
GO:0000132	BP	GO:0000132	establishment of mitotic spindle orientation	6/373	35/18888	0.171428571428571	8.68081194944466	6.45542691485802	5.69705204450075e-05	0.00143011614678735	0.0012462044630869	CENPA/MAD2L1/NDC80/PAX6/SAPCD2/SPDL1	6
GO:0044774	BP	GO:0044774	mitotic DNA integrity checkpoint signaling	9/373	88/18888	0.102272727272727	5.17889349256641	5.57696298119679	5.99824367478542e-05	0.00149548048082235	0.00130316300102391	BRCA1/CDK1/CLSPN/DTL/E2F7/GTSE1/ORC1/PRKDC/TICRR	9
GO:0090306	BP	GO:0090306	meiotic spindle assembly	4/373	12/18888	0.333333333333333	16.8793565683646	7.809848106727	6.53440113706444e-05	0.00161814730860413	0.00141005498220864	ASPM/CCNB2/FBXO5/NDC80	4
GO:0051208	BP	GO:0051208	sequestering of calcium ion	11/373	136/18888	0.0808823529411765	4.0957262261473	5.14259414821488	8.26970977185267e-05	0.0020341265982443	0.00177253969959739	ANK2/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/HSP90B1/P2RY6/RYR1/TMEM38B/TRPM2	11
GO:0065004	BP	GO:0065004	protein-DNA complex assembly	15/373	240/18888	0.0625	3.16487935656836	4.79068082875583	9.06796694644118e-05	0.00221560659058046	0.00193068152389492	CENPF/HJURP/ASF1B/CDC45/CDT1/CENPA/CENPE/CENPH/CENPN/CENPV/DLGAP5/GMNN/KNTC1/OIP5/RAD51	15
GO:0090235	BP	GO:0090235	regulation of metaphase plate congression	4/373	13/18888	0.307692307692308	15.5809445246443	7.46427964263141	9.29177194532002e-05	0.00225525458143032	0.00196523081785298	AURKB/BIRC5/CDCA8/SPAG5	4
GO:0010212	BP	GO:0010212	response to ionizing radiation	11/373	138/18888	0.0797101449275362	4.03636787504371	5.0812123263147	9.43418214302857e-05	0.00227475510224998	0.00198222358877761	CXCL10/BRCA1/BRCA2/CCL7/ECT2/IKBIP/PRKDC/RAD51/RAD51AP1/RAD54L/TICRR	11
GO:0007098	BP	GO:0007098	centrosome cycle	11/373	139/18888	0.079136690647482	4.00732925723764	5.05095352942627	0.000100671107850958	0.00241150072074353	0.00210138384052154	BRCA1/BRCA2/CCNF/CDK1/KIF11/NDC80/NEK2/PLK4/SLC16A1/STIL/XRCC3	11
GO:0002366	BP	GO:0002366	leukocyte activation involved in immune response	17/373	301/18888	0.0564784053156146	2.85995742520464	4.61695508294723	0.000109484360474418	0.00260558559181	0.00227050956718649	ADGRE2/CCL19/CD40LG/CD80/FCGR3A/IL33/ITM2A/NR4A3/PTGDS/SLC18A2/HSPD1/IFI35/IL13RA2/LGALS1/MAD2L2/MSH6/RIF1	17
GO:2000105	BP	GO:2000105	positive regulation of DNA-templated DNA replication	4/373	14/18888	0.285714285714286	14.4680199157411	7.15500333099342	0.000128062766039082	0.00301606669873164	0.00262820316333792	CDC7/CDT1/DBF4/E2F7	4
GO:0002263	BP	GO:0002263	cell activation involved in immune response	17/373	305/18888	0.0557377049180328	2.8224497868413	4.55429989870132	0.000128378282401674	0.00301606669873164	0.00262820316333792	ADGRE2/CCL19/CD40LG/CD80/FCGR3A/IL33/ITM2A/NR4A3/PTGDS/SLC18A2/HSPD1/IFI35/IL13RA2/LGALS1/MAD2L2/MSH6/RIF1	17
GO:0007062	BP	GO:0007062	sister chromatid cohesion	7/373	59/18888	0.11864406779661	6.00790657518062	5.46817801280105	0.000156158649812519	0.00364535956409478	0.00317656951747356	BUB1B/CDC20/CDCA5/DDX11/ESCO2/ESPL1/SGO2	7
GO:0006271	BP	GO:0006271	DNA strand elongation involved in DNA replication	4/373	15/18888	0.266666666666667	13.5034852546917	6.87591174523488	0.000171918321150993	0.00398785219631893	0.00347501789721595	MCM7/PCNA/RFC3/RFC4	4
GO:0051651	BP	GO:0051651	maintenance of location in cell	14/373	228/18888	0.0614035087719298	3.10935515733032	4.54815608787128	0.000185950144968337	0.00428620931640851	0.00373500655302174	ANK2/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/ASPM/FTL/HSP90B1/P2RY6/RYR1/TMEM38B/TMSB15A/TRPM2	14
GO:0000077	BP	GO:0000077	DNA damage checkpoint signaling	10/373	125/18888	0.08	4.05104557640751	4.85765436381371	0.000189412180516372	0.00433872275995314	0.0037807668137281	BRCA1/BRCA2/CDK1/CLSPN/DTL/E2F7/GTSE1/PRKDC/RAD51/TICRR	10
GO:0051259	BP	GO:0051259	protein complex oligomerization	15/373	258/18888	0.0581395348837209	2.94407382006359	4.46262326556568	0.000201176316483442	0.00457957267025973	0.00399064363655289	MS4A1/PKD2L1/STEAP4/AQP5/B2M/ECT2/HPRT1/KCTD6/LRRC8D/RRM2/RYR1/SHMT1/STK3/TK1/TRPM2	15
GO:0050867	BP	GO:0050867	positive regulation of cell activation	19/373	380/18888	0.05	2.53190348525469	4.28171252185753	0.000215099091065804	0.00486628499232205	0.00424048500515692	CCL19/CD40LG/CD80/FCGR3A/IL2RA/IL33/NR4A3/PDCD1LG2/SELP/VSIR/B2M/HSPD1/HSPH1/LGALS1/MAD2L2/PRKDC/RIF1/TACR1/TNFRSF4	19
GO:0031023	BP	GO:0031023	microtubule organizing center organization	11/373	152/18888	0.0723684210526316	3.66459714971074	4.68154240971089	0.000222179033741708	0.00499562060529669	0.00435318817160054	BRCA1/BRCA2/CCNF/CDK1/KIF11/NDC80/NEK2/PLK4/SLC16A1/STIL/XRCC3	11
GO:0070661	BP	GO:0070661	leukocyte proliferation	18/373	352/18888	0.0511363636363636	2.58944674628321	4.27251258722848	0.000239006074454628	0.00533579240438621	0.00464961417531637	CCL19/CD40LG/CD80/CR2/FCGR3A/IDO1/IL2RA/IL33/IL34/MS4A1/PDCD1LG2/TNFRSF13B/VSIR/BID/HPRT1/HSPD1/TACR1/TNFRSF4	18
GO:0071674	BP	GO:0071674	mononuclear cell migration	13/373	206/18888	0.0631067961165049	3.19560634061272	4.49728541542361	0.000240219849037851	0.00533579240438621	0.00464961417531637	C5AR1/CCL14/CCL19/CD200R1/CXCL10/CXCL11/GCSAML/IL34/PLA2G7/S1PR1/SLAMF8/CCL7/TRPM2	13
GO:0051209	BP	GO:0051209	release of sequestered calcium ion into cytosol	10/373	129/18888	0.0775193798449612	3.92543176008479	4.73210130382959	0.00024497788875315	0.00540869856795358	0.0047131446701145	ANK2/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/P2RY6/RYR1/TMEM38B/TRPM2	10
GO:0044773	BP	GO:0044773	mitotic DNA damage checkpoint signaling	8/373	84/18888	0.0952380952380952	4.82267330524703	4.98374431663267	0.000253155385314441	0.00555577537231992	0.00484130752627806	BRCA1/CDK1/CLSPN/DTL/E2F7/GTSE1/PRKDC/TICRR	8
GO:0051283	BP	GO:0051283	negative regulation of sequestering of calcium ion	10/373	130/18888	0.0769230769230769	3.89523613116106	4.70150008378509	0.000260823354347563	0.0056899856766894	0.00495825850307335	ANK2/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/P2RY6/RYR1/TMEM38B/TRPM2	10
GO:0051282	BP	GO:0051282	regulation of sequestering of calcium ion	10/373	132/18888	0.0757575757575758	3.83621740190105	4.64120144507989	0.0002950972202024	0.00639959356237749	0.00557661143627581	ANK2/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/P2RY6/RYR1/TMEM38B/TRPM2	10
GO:0002696	BP	GO:0002696	positive regulation of leukocyte activation	18/373	362/18888	0.0497237569060773	2.51791506820909	4.13890039966947	0.000335157966036364	0.00722561144425455	0.00629640414213207	CCL19/CD40LG/CD80/FCGR3A/IL2RA/IL33/NR4A3/PDCD1LG2/VSIR/B2M/HSPD1/HSPH1/LGALS1/MAD2L2/PRKDC/RIF1/TACR1/TNFRSF4	18
GO:0097553	BP	GO:0097553	calcium ion transmembrane import into cytosol	12/373	187/18888	0.0641711229946524	3.24950179925736	4.38781977310596	0.000355302804720876	0.00757415718295441	0.00660012720415988	ANK2/CCL19/CXCL10/CXCL11/MS4A1/SLC8A1/XCR1/P2RX1/P2RY6/RYR1/TMEM38B/TRPM2	12
GO:0006874	BP	GO:0006874	intracellular calcium ion homeostasis	16/373	302/18888	0.0529801324503311	2.68281164000497	4.18427346521193	0.000355458399854886	0.00757415718295441	0.00660012720415988	ANK2/CCL14/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/CACNB2/CCL7/HSP90B1/P2RX1/P2RY6/RYR1/STC2/TMEM38B/TRPM2	16
GO:1904666	BP	GO:1904666	regulation of ubiquitin protein ligase activity	4/373	18/18888	0.222222222222222	11.2529043789097	6.17690977035521	0.000367738998641147	0.00779054005791794	0.00678868343095369	CDC20/FBXO5/MAD2L1/MAD2L2	4
GO:0010972	BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	7/373	68/18888	0.102941176470588	5.21274246964201	4.93950700467474	0.00038126962349042	0.00803076534535856	0.00699801595686591	AURKB/BRCA1/CDK1/CLSPN/DTL/ORC1/TICRR	7
GO:0031297	BP	GO:0031297	replication fork processing	6/373	49/18888	0.122448979591837	6.20057996388904	5.17362496114719	0.00038901617463039	0.00814711017154503	0.00709939894032243	BRCA1/BRCA2/DDX11/MMS22L/PCNA/RAD51	6
GO:0051235	BP	GO:0051235	maintenance of location	17/373	337/18888	0.0504451038575668	2.55444268542016	4.08676861226539	0.000413434296340799	0.00860929940959674	0.00750215104723674	ANK2/CCL19/CXCL10/CXCL11/SLC18A2/SLC8A1/XCR1/ASPM/FTL/HSP90B1/P2RY6/RNF213/RYR1/SCARB1/TMEM38B/TMSB15A/TRPM2	17
GO:0046651	BP	GO:0046651	lymphocyte proliferation	16/373	308/18888	0.051948051948052	2.63054907558929	4.09506147574364	0.00044122198879782	0.00913603722567237	0.0079611508415854	CCL19/CD40LG/CD80/CR2/FCGR3A/IDO1/IL2RA/MS4A1/PDCD1LG2/TNFRSF13B/VSIR/BID/HPRT1/HSPD1/TACR1/TNFRSF4	16
GO:0042113	BP	GO:0042113	B cell activation	15/373	278/18888	0.0539568345323741	2.73226994811657	4.12989329141065	0.000445738841671579	0.00917771266700188	0.00799746685766747	BANK1/CD40LG/CR2/ITM2A/MS4A1/SLAMF8/TNFRSF13B/HSPD1/LGALS1/MAD2L2/MSH6/PRKDC/RIF1/TNFRSF4/TXLNA	15
GO:1902750	BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	7/373	70/18888	0.1	5.06380697050938	4.8346986199882	0.000455851381833722	0.00933349337665134	0.00813321430451933	AURKB/BRCA1/CDK1/CLSPN/DTL/ORC1/TICRR	7
GO:0051447	BP	GO:0051447	negative regulation of meiotic cell cycle	4/373	19/18888	0.210526315789474	10.660646253704	5.9797439190329	0.000458585739898123	0.00933731520403678	0.0081365446482509	FBXO43/FBXO5/KNL1/ZWINT	4
GO:0070098	BP	GO:0070098	chemokine-mediated signaling pathway	8/373	93/18888	0.0860215053763441	4.35596298538442	4.60480792036333	0.000507237712693245	0.0102708630774627	0.00895003908293868	ACKR1/CCL14/CCL19/CCR8/CXCL10/CXCL11/XCR1/CCL7	8
GO:1903169	BP	GO:1903169	regulation of calcium ion transmembrane transport	11/373	168/18888	0.0654761904761905	3.31558789735733	4.27894828383674	0.000523799429979736	0.0105479390707458	0.00919148334620311	ANK2/CXCL10/CXCL11/MS4A1/SLC8A1/AHNAK/CACNB2/NOS1AP/P2RX1/P2RY6/TMEM38B	11
GO:0032943	BP	GO:0032943	mononuclear cell proliferation	16/373	315/18888	0.0507936507936508	2.57209242946508	3.99361662623153	0.000563245727335128	0.0112803037742254	0.00982966659036399	CCL19/CD40LG/CD80/CR2/FCGR3A/IDO1/IL2RA/MS4A1/PDCD1LG2/TNFRSF13B/VSIR/BID/HPRT1/HSPD1/TACR1/TNFRSF4	16
GO:0006301	BP	GO:0006301	postreplication repair	5/373	35/18888	0.142857142857143	7.23400995787055	5.23944550841922	0.000582900364626214	0.0116104882410602	0.0101173896240042	BRCA1/DTL/MAD2L2/PCNA/POLE2	5
GO:0044818	BP	GO:0044818	mitotic G2/M transition checkpoint	6/373	53/18888	0.113207547169811	5.7326116647276	4.89699928065767	0.000597748304675985	0.0118418785764188	0.0103190233649328	BRCA1/CDK1/CLSPN/DTL/ORC1/TICRR	6
GO:0002685	BP	GO:0002685	regulation of leukocyte migration	13/373	230/18888	0.0565217391304348	2.86215176594009	4.03292824263417	0.000687183333155403	0.0135270562193997	0.0117874886392356	C5AR1/CCL19/CD200R1/CXCL10/GCSAML/IL33/IL34/PLA2G7/SELP/SLAMF8/CCL7/ST3GAL4/TACR1	13
GO:0002697	BP	GO:0002697	regulation of immune effector process	18/373	385/18888	0.0467532467532468	2.36749416803036	3.84776749126311	0.00069171510882775	0.0135270562193997	0.0117874886392356	ADGRE2/CCL19/CD40LG/CD80/CR2/IL33/KLRB1/NR4A3/RSAD2/SLAMF8/TLR3/B2M/CD1E/HSPD1/IL13RA2/MAD2L2/RIF1/TNFRSF4	18
GO:0051298	BP	GO:0051298	centrosome duplication	7/373	75/18888	0.0933333333333333	4.72621983914209	4.58927545640576	0.000693884466370299	0.0135270562193997	0.0117874886392356	BRCA1/BRCA2/CCNF/NDC80/PLK4/STIL/XRCC3	7
GO:0007095	BP	GO:0007095	mitotic G2 DNA damage checkpoint signaling	5/373	37/18888	0.135135135135135	6.84298239258025	5.04942924208843	0.000757813544955309	0.0146178244329537	0.0127379850160355	BRCA1/CDK1/CLSPN/DTL/TICRR	5
GO:0022616	BP	GO:0022616	DNA strand elongation	5/373	37/18888	0.135135135135135	6.84298239258025	5.04942924208843	0.000757813544955309	0.0146178244329537	0.0127379850160355	MCM7/PCNA/RFC3/RFC4/RUVBL1	5
GO:0055074	BP	GO:0055074	calcium ion homeostasis	16/373	326/18888	0.049079754601227	2.48530403460583	3.8395985985524	0.000813144697649086	0.0156030121302822	0.0135964784385083	ANK2/CCL14/CCL19/CXCL10/CXCL11/SLC8A1/XCR1/CACNB2/CCL7/HSP90B1/P2RX1/P2RY6/RYR1/STC2/TMEM38B/TRPM2	16
GO:0036093	BP	GO:0036093	germ cell proliferation	3/373	10/18888	0.3	15.1914209115281	6.37121026739549	0.00082688580065218	0.0157022614476178	0.0136829643805766	HPGDS/PTGDS/FANCA	3
GO:0051307	BP	GO:0051307	meiotic chromosome separation	3/373	10/18888	0.3	15.1914209115281	6.37121026739549	0.00082688580065218	0.0157022614476178	0.0136829643805766	ESPL1/KNL1/ZWINT	3
GO:0051251	BP	GO:0051251	positive regulation of lymphocyte activation	16/373	328/18888	0.0487804878048781	2.47014974171189	3.812269159341	0.000867483987784752	0.0163882928620161	0.0142807727560442	CCL19/CD40LG/CD80/FCGR3A/IL2RA/PDCD1LG2/VSIR/B2M/HSPD1/HSPH1/LGALS1/MAD2L2/PRKDC/RIF1/TACR1/TNFRSF4	16
GO:1990868	BP	GO:1990868	response to chemokine	8/373	101/18888	0.0792079207920792	4.01093621426486	4.30633262714608	0.000878434390039994	0.0164258267321254	0.014313479803337	ACKR1/CCL14/CCL19/CCR8/CXCL10/CXCL11/XCR1/CCL7	8
GO:1990869	BP	GO:1990869	cellular response to chemokine	8/373	101/18888	0.0792079207920792	4.01093621426486	4.30633262714608	0.000878434390039994	0.0164258267321254	0.014313479803337	ACKR1/CCL14/CCL19/CCR8/CXCL10/CXCL11/XCR1/CCL7	8
GO:0045005	BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	6/373	57/18888	0.105263157894737	5.33032312685198	4.64723985963916	0.00088441352206482	0.0164536830373988	0.0143377538121542	BRCA1/BRCA2/DDX11/MMS22L/PCNA/RAD51	6
GO:0070663	BP	GO:0070663	regulation of leukocyte proliferation	14/373	267/18888	0.052434456928839	2.65517968491129	3.86610215942585	0.000904539729477459	0.0167431217602772	0.0145899709688177	CCL19/CD40LG/CD80/FCGR3A/IDO1/IL2RA/IL33/IL34/PDCD1LG2/TNFRSF13B/VSIR/BID/TACR1/TNFRSF4	14
GO:0050900	BP	GO:0050900	leukocyte migration	18/373	396/18888	0.0454545454545455	2.30173044114063	3.71578655914637	0.000954889246124603	0.01758627681933	0.015324697025877	ADGRE2/C5AR1/CCL14/CCL19/CD200R1/CXCL10/CXCL11/GCSAML/IL33/IL34/PLA2G7/S1PR1/SELP/SLAMF8/CCL7/ST3GAL4/TACR1/TRPM2	18
GO:0070588	BP	GO:0070588	calcium ion transmembrane transport	16/373	334/18888	0.0479041916167665	2.42577579425599	3.73146817935744	0.0010494099207032	0.0192304367968861	0.0167574194705973	ANK2/CCL19/CXCL10/CXCL11/MS4A1/PKD2L1/SLC8A1/XCR1/AHNAK/CACNB2/NOS1AP/P2RX1/P2RY6/RYR1/TMEM38B/TRPM2	16
GO:0045739	BP	GO:0045739	positive regulation of DNA repair	9/373	129/18888	0.0697674418604651	3.53288858407631	4.09713380934075	0.00106158527635097	0.0193567663573448	0.0168675031602453	BRCA1/DDX11/FOXM1/MAD2L2/PCNA/PRKDC/RAD51AP1/RIF1/RUVBL1	9
GO:0002443	BP	GO:0002443	leukocyte mediated immunity	20/373	469/18888	0.0426439232409382	2.1594059575733	3.6088013199358	0.0011123324969034	0.0199328622124685	0.0173695135930579	ADGRE2/C1QB/CD40LG/CD80/CR2/FCGR3A/KLRB1/NR4A3/PTGDS/RSAD2/SLC18A2/TLR3/B2M/CD1E/HPRT1/HSPD1/IL13RA2/MAD2L2/MSH6/RIF1	20
GO:0033314	BP	GO:0033314	mitotic DNA replication checkpoint signaling	3/373	11/18888	0.272727272727273	13.8103826468438	6.0320648908898	0.00112037370143752	0.0199328622124685	0.0173695135930579	CLSPN/ORC1/TICRR	3
GO:0035561	BP	GO:0035561	regulation of chromatin binding	3/373	11/18888	0.272727272727273	13.8103826468438	6.0320648908898	0.00112037370143752	0.0199328622124685	0.0173695135930579	CDT1/DDX11/GMNN	3
GO:0071313	BP	GO:0071313	cellular response to caffeine	3/373	11/18888	0.272727272727273	13.8103826468438	6.0320648908898	0.00112037370143752	0.0199328622124685	0.0173695135930579	SLC8A1/RYR1/TMEM38B	3
GO:1902412	BP	GO:1902412	regulation of mitotic cytokinesis	3/373	11/18888	0.272727272727273	13.8103826468438	6.0320648908898	0.00112037370143752	0.0199328622124685	0.0173695135930579	AURKB/BIRC5/CDCA8	3
GO:1904427	BP	GO:1904427	positive regulation of calcium ion transmembrane transport	7/373	82/18888	0.0853658536585366	4.32276204799582	4.27988401288525	0.00118170702382003	0.0209224939241565	0.0182318795335365	ANK2/CXCL10/CXCL11/MS4A1/CACNB2/P2RX1/P2RY6	7
GO:0000723	BP	GO:0000723	telomere maintenance	10/373	158/18888	0.0632911392405063	3.20494112057556	3.9503056459693	0.0012041768844651	0.0212178282767529	0.0184892341471008	AURKB/BRCA2/MAD2L2/NEK2/PCNA/PRKDC/RAD51/RIF1/RUVBL1/XRCC3	10
GO:0000731	BP	GO:0000731	DNA synthesis involved in DNA repair	5/373	41/18888	0.121951219512195	6.17537435427974	4.70854397005314	0.00122147162656981	0.0213175881494208	0.0185761649875329	DTL/MAD2L2/PCNA/POLE2/RFC3	5
GO:0036297	BP	GO:0036297	interstrand cross-link repair	5/373	41/18888	0.121951219512195	6.17537435427974	4.70854397005314	0.00122147162656981	0.0213175881494208	0.0185761649875329	FANCA/FANCI/RAD51/RAD51AP1/XRCC3	5
GO:0016447	BP	GO:0016447	somatic recombination of immunoglobulin gene segments	6/373	61/18888	0.0983606557377049	4.98079374148464	4.41995736301519	0.00126683379658517	0.021900688040022	0.0190842787429961	CD40LG/HSPD1/MAD2L2/MSH6/PRKDC/RIF1	6
GO:0051785	BP	GO:0051785	positive regulation of nuclear division	6/373	61/18888	0.0983606557377049	4.98079374148464	4.41995736301519	0.00126683379658517	0.021900688040022	0.0190842787429961	CDC20/DLGAP5/ESPL1/MSX1/NUSAP1/RAD51AP1	6
GO:0009124	BP	GO:0009124	nucleoside monophosphate biosynthetic process	5/373	42/18888	0.119047619047619	6.02834163155879	4.63035060099975	0.00136438753601147	0.0233667304648693	0.0203617893962557	GMPS/HPRT1/SHMT1/TK1/TYMS	5
GO:0032735	BP	GO:0032735	positive regulation of interleukin-12 production	5/373	42/18888	0.119047619047619	6.02834163155879	4.63035060099975	0.00136438753601147	0.0233667304648693	0.0203617893962557	CCL19/CD40LG/IDO1/TLR3/HSPD1	5
GO:2000781	BP	GO:2000781	positive regulation of double-strand break repair	7/373	85/18888	0.0823529411764706	4.17019397571361	4.15772512629022	0.00145897255051861	0.0248703925472126	0.0216720818520121	DDX11/FOXM1/MAD2L2/PRKDC/RAD51AP1/RIF1/RUVBL1	7
GO:1901993	BP	GO:1901993	regulation of meiotic cell cycle phase transition	3/373	12/18888	0.25	12.6595174262735	5.73443008883264	0.00147205026479314	0.0249771491688281	0.0217651096656062	CDC25A/KNL1/ZWINT	3
GO:0032506	BP	GO:0032506	cytokinetic process	5/373	43/18888	0.116279069767442	5.88814764012719	4.55464486187094	0.00151926279550509	0.0256594384586458	0.0223596571504363	AURKB/CEP55/ECT2/IQGAP3/KIF20A	5
GO:0071897	BP	GO:0071897	DNA biosynthetic process	11/373	192/18888	0.0572916666666667	2.90113941018767	3.75806491216451	0.00156360408222208	0.026287197070385	0.02290668655462	CENPF/AURKB/DTL/MAD2L2/NEK2/PCNA/POLE2/RFC3/RFC4/TK1/TYMS	11
GO:0019985	BP	GO:0019985	translesion synthesis	4/373	26/18888	0.153846153846154	7.79047226232213	4.91775434926884	0.0015861137800794	0.0265438675981324	0.0231303494773415	DTL/MAD2L2/PCNA/POLE2	4
GO:0002312	BP	GO:0002312	B cell activation involved in immune response	7/373	87/18888	0.0804597701149425	4.07432744753629	4.07937210592009	0.00167031750097427	0.0278259710957759	0.0242475755883059	CD40LG/ITM2A/HSPD1/LGALS1/MAD2L2/MSH6/RIF1	7
GO:0051260	BP	GO:0051260	protein homooligomerization	11/373	195/18888	0.0564102564102564	2.85650649618478	3.69869332717016	0.00176825959565391	0.0293243050591474	0.0255532251165228	PKD2L1/STEAP4/AQP5/B2M/ECT2/HPRT1/KCTD6/RYR1/SHMT1/TK1/TRPM2	11
GO:0030261	BP	GO:0030261	chromosome condensation	5/373	45/18888	0.111111111111111	5.62645218945487	4.41014997981967	0.00186725945732293	0.0307174242403029	0.0267671903913489	CDCA5/CDK1/NUSAP1/SMC2/TOP2A	5
GO:0006563	BP	GO:0006563	L-serine metabolic process	3/373	13/18888	0.230769230769231	11.6857083934832	5.47022968873947	0.00188579002839513	0.0307174242403029	0.0267671903913489	CBS/SDS/SHMT1	3
GO:0007144	BP	GO:0007144	female meiosis I	3/373	13/18888	0.230769230769231	11.6857083934832	5.47022968873947	0.00188579002839513	0.0307174242403029	0.0267671903913489	CCNB2/FBXO5/NDC80	3
GO:0009071	BP	GO:0009071	serine family amino acid catabolic process	3/373	13/18888	0.230769230769231	11.6857083934832	5.47022968873947	0.00188579002839513	0.0307174242403029	0.0267671903913489	CBS/SDS/SHMT1	3
GO:0016445	BP	GO:0016445	somatic diversification of immunoglobulins	6/373	66/18888	0.0909090909090909	4.60346088228126	4.16229582121957	0.0019091099347548	0.0309419979140018	0.0269628840873358	CD40LG/HSPD1/MAD2L2/MSH6/PRKDC/RIF1	6
GO:0002520	BP	GO:0002520	immune system development	11/373	197/18888	0.0558375634517767	2.82750643023367	3.65973640311643	0.00191646208089452	0.0309419979140018	0.0269628840873358	CD40LG/IDO1/IL2RA/ASXL1/CCNB2/FLVCR1/HSPD1/MAD2L2/MSH6/PRKDC/RIF1	11
GO:0032886	BP	GO:0032886	regulation of microtubule-based process	13/373	258/18888	0.0503875968992248	2.55153064405512	3.56154003924191	0.00194387242550734	0.0312468966644053	0.0272285731255276	FAM107A/BRCA1/CCNF/KIF18A/PLK4/SKA1/SKA3/SPAG5/STIL/TACC3/TACR1/TPX2/XRCC3	13
GO:0006760	BP	GO:0006760	folic acid-containing compound metabolic process	4/373	28/18888	0.142857142857143	7.23400995787055	4.68543277339908	0.00210587001205485	0.0334113142605238	0.029114648514807	MTHFD1L/SHMT1/SLC19A1/TYMS	4
GO:0009081	BP	GO:0009081	branched-chain amino acid metabolic process	4/373	28/18888	0.142857142857143	7.23400995787055	4.68543277339908	0.00210587001205485	0.0334113142605238	0.029114648514807	ACADSB/ACAT1/BCAT1/SDS	4
GO:0048714	BP	GO:0048714	positive regulation of oligodendrocyte differentiation	4/373	28/18888	0.142857142857143	7.23400995787055	4.68543277339908	0.00210587001205485	0.0334113142605238	0.029114648514807	ASPA/CLCN2/IL33/IL34	4
GO:0006816	BP	GO:0006816	calcium ion transport	18/373	428/18888	0.0420560747663551	2.12963844554133	3.35520877191754	0.00225421335983619	0.0356107412232743	0.0310312310968376	ANK2/CCL19/CXCL10/CXCL11/CYSLTR1/MS4A1/PKD2L1/SLC8A1/XCR1/AHNAK/CACNB2/NOS1AP/P2RX1/P2RY6/RYR1/STC2/TMEM38B/TRPM2	18
GO:0010824	BP	GO:0010824	regulation of centrosome duplication	5/373	47/18888	0.106382978723404	5.38702869203126	4.27406848591673	0.00227024416156978	0.035710063743147	0.0311177808276608	BRCA1/CCNF/PLK4/STIL/XRCC3	5
GO:0002757	BP	GO:0002757	immune response-activating signaling pathway	20/373	500/18888	0.04	2.02552278820375	3.29865668544244	0.00236052196981394	0.0361181197895281	0.0314733612239329	AIM2/BANK1/C5AR1/CR2/GBP1/GCSAML/MS4A1/NR4A3/OASL/RSAD2/TEC/THEMIS/TLR10/TLR3/TXK/AURKB/CD14/HSPD1/IFI35/PRKDC	20
GO:0000722	BP	GO:0000722	telomere maintenance via recombination	3/373	14/18888	0.214285714285714	10.8510149368058	5.23343781249771	0.00236517019085587	0.0361181197895281	0.0314733612239329	BRCA2/RAD51/XRCC3	3
GO:0009263	BP	GO:0009263	deoxyribonucleotide biosynthetic process	3/373	14/18888	0.214285714285714	10.8510149368058	5.23343781249771	0.00236517019085587	0.0361181197895281	0.0314733612239329	RRM2/SHMT1/TYMS	3
GO:0009265	BP	GO:0009265	2'-deoxyribonucleotide biosynthetic process	3/373	14/18888	0.214285714285714	10.8510149368058	5.23343781249771	0.00236517019085587	0.0361181197895281	0.0314733612239329	RRM2/SHMT1/TYMS	3
