#ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	67/2074	417/18888	0.160671463	1.463241364	3.35954529	0.000903265	0.017014861	0.014177026	HPGD/COL1A2/DLX1/SULF1/NFIA/COL3A1/FST/CITED1/EXT1/PMEPA1/RUNX2/TMEM100/NREP/SOST/TFAP2B/TGFBR3/ONECUT2/HTRA1/SOX11/VASN/TNFAIP6/HES5/RBPMS/FBN2/ACVR1C/BAMBI/CIDEA/FGF10/SFRP4/MSX2/ACVR1/GREM2/TGIF2/CHST11/CITED2/ASPN/DLX5/NKX2-1/SPRY1/CAV2/GIPC1/VEPH1/MYOCD/CHRDL1/FOS/EGR1/KIAA0319/PRDM16/CLDN5/FOLR1/DMRT1/ZEB2/SMPD3/TBX20/MSX1/TOB1/FERMT1/HTRA3/GPC3/HTRA4/ITGB6/CILP/SOSTDC1/PPARG/CDKN2B/FSTL4/GATA4	67
BP	GO:0042303	molting cycle	25/2074	118/18888	0.211864407	1.929457529	3.557040105	0.000910896	0.017049664	0.014206024	SPINK5/HOXC13/FST/TGM3/EXT1/PER1/LGR5/FGF10/LHX2/MSX2/TP63/TRPV3/FOXE1/COL6A1/GLI2/HPSE/KRT17/FA2H/FERMT1/EPS8L3/DKK4/ALX4/PTCH2/WNT10B/SOSTDC1	25
BP	GO:0042633	hair cycle	25/2074	118/18888	0.211864407	1.929457529	3.557040105	0.000910896	0.017049664	0.014206024	SPINK5/HOXC13/FST/TGM3/EXT1/PER1/LGR5/FGF10/LHX2/MSX2/TP63/TRPV3/FOXE1/COL6A1/GLI2/HPSE/KRT17/FA2H/FERMT1/EPS8L3/DKK4/ALX4/PTCH2/WNT10B/SOSTDC1	25
BP	GO:0098810	neurotransmitter reuptake	11/2074	35/18888	0.314285714	2.862212426	3.872784695	0.000928216	0.01731886	0.014430322	SLC6A1/DRD4/ATP1A2/RAB3B/PER2/CLN8/SLC6A2/SLC6A4/DRD1/SLC18A2/SLC29A4	11
BP	GO:0060541	respiratory system development	40/2074	220/18888	0.181818182	1.65582537	3.436378571	0.00093337	0.017343359	0.014450735	SIX1/SIX4/COL3A1/EXT1/STRA6/LAMA1/RCN3/SOX11/CLCN2/GLI1/ASXL1/LTA4H/FGF10/RSPO2/HMGCS2/TMEM38B/TCF21/BASP1/DLX5/SLC7A11/NKX2-1/SPRY1/WNT11/CTSZ/MME/PLOD3/MYOCD/COL6A1/GLI2/ADAMTS2/SMPD3/WT1/MSX1/ALDH1A2/GPC3/HSD11B1/AGR2/ITGB6/RBP4/CLDN18	40
BP	GO:0045216	cell-cell junction organization	39/2074	213/18888	0.183098592	1.667486112	3.440741736	0.000935412	0.017343359	0.014450735	FSCN1/AFDN/ECT2/EPB41L3/EXT1/TJP2/PLEKHA7/CNTNAP2/OCLN/ESAM/CLDN17/CLDN7/GRHL1/CDH8/CLDN20/MARVELD3/WNT11/ANK2/CDH17/CDH15/CLDN4/CDH13/CLDN5/GJC1/LIMS2/CLDN16/IL1B/GJB1/FRMPD2/CLDN6/CLDN1/POF1B/LIM2/NLGN4X/CDH18/CLDN22/CLDN18/CLDN11/CLDN10	39
BP	GO:0072006	nephron development	31/2074	158/18888	0.196202532	1.786824213	3.488090268	0.000944448	0.017456004	0.014544592	SIX1/KIF26B/HOXD11/SIX4/SULF1/CITED1/STAT1/EXT1/ANGPT2/TFAP2B/CTNNBIP1/HOXB7/ASXL1/WNK4/HES5/TCF21/BASP1/TACSTD2/FOXC1/SIX2/WNT11/EGR1/PDGFRB/WT1/PBX1/SALL1/GPC3/FOXC2/KLF15/PROM1/IRX1	31
BP	GO:0001558	regulation of cell growth	67/2074	418/18888	0.160287081	1.459740787	3.338243967	0.000962988	0.01774306	0.014783772	SPP1/KIF14/LIMK1/FAM107A/IGFBP3/CPNE6/BRCA1/MAPT/MAD2L2/FHL1/CEACAM1/CYP27B1/CRABP2/RTN4R/SESN2/PSRC1/EXOSC4/NRCAM/SPOCK1/WFDC1/RASAL1/PI16/PPT1/WNT11/SOX17/MYOCD/S100A9/SLIT3/TMEM97/KIAA0319/SCGB3A1/NKX6-1/ITSN2/FN1/SEMA3C/JADE2/NTN1/ROS1/SH3BP4/SLC44A4/S100A8/BST2/WT1/BARHL2/DCBLD2/SYT1/KRT17/CTTN/SEMA3E/MSX1/CDA/AKAP6/RIMS1/MYL2/CACNG7/PLXNA4/DACT3/IGFBPL1/RERG/PTCH2/OLFM1/CDKN2A/SEMA3D/SEMA6D/FSTL4/DCC/MUC12	67
BP	GO:0070098	chemokine-mediated signaling pathway	21/2074	93/18888	0.225806452	2.056428283	3.586829009	0.000967075	0.017762851	0.014800261	TREM2/STK39/CCL14/CXCR2/OXSR1/CXCL8/CXCL11/CXCL10/FOXC1/ACKR1/TFF2/ACKR3/CCR8/CCL19/CCL7/SLIT3/XCL1/CCL26/CX3CR1/XCR1/PPBP	21
BP	GO:1903034	regulation of response to wounding	34/2074	179/18888	0.189944134	1.729828739	3.44566089	0.001002126	0.018276539	0.015228274	SPP1/KANK1/TSPAN8/ALOX12/SERPINE1/ST3GAL4/DUOX1/CEACAM1/MMRN1/AJAP1/TNFRSF12A/RTN4R/PLAUR/OCLN/SERPINB2/MYOZ1/WFDC1/CASK/PROC/MYLK/CLDN4/TMEM97/KIAA0319/IL33/PHLDB2/EMILIN2/TNFAIP3/PROS1/HPSE/FERMT1/REG3G/FOXC2/CLDN1/DUOX2	34
BP	GO:0050909	sensory perception of taste	16/2074	63/18888	0.253968254	2.31289893	3.665932139	0.001009301	0.018276539	0.015228274	CST2/CST1/LCN1/SCNN1B/ITPR3/P2RX3/PKD2L1/PIGR/RTP4/RTP3/SCNN1A/PIP/AZGP1/WNT10B/TAS2R14/TAS2R43	16
BP	GO:0048713	regulation of oligodendrocyte differentiation	13/2074	46/18888	0.282608696	2.573728565	3.753147119	0.001011445	0.018276539	0.015228274	ASPA/DLX1/DLX2/IL34/ZNF365/CLCN2/HES5/DAAM2/PTPRZ1/IL33/NKX6-1/NKX2-2/SOX1	13
BP	GO:0051656	establishment of organelle localization	74/2074	472/18888	0.156779661	1.427798571	3.305696827	0.001019114	0.018276539	0.015228274	KIF14/KIF2C/CDCA5/KNSTRN/ECT2/CENPF/SPAG5/KAT2B/NEK2/CDCA8/AURKB/CENPA/KNTC1/FCER1A/VPS4B/BIRC5/LMNB2/SPC25/NUF2/SKA1/RAB11A/LRRK2/MAPT/CENPE/SPDL1/KIFC1/PTGDS/KIF18A/ESPL1/KNL1/ZWINT/NDC80/FHOD1/TANC2/UCHL1/MYO5A/MAD2L1/KIF1C/SAPCD2/GAB2/FGF10/AP3M2/CUL3/CENPQ/CDT1/PSRC1/UNC13B/MYO5B/SPRY1/NUSAP1/SPATA17/SKA3/SLC2A4/LMNB1/CCNB1/DYNC1I1/MYO7A/TMEM201/MYO5C/ADORA2B/NTN1/SMPD3/ADGRE2/SLC18A2/IL13RA2/KIT/KIF1A/NLGN1/NR4A3/AP3B2/CHGA/SYNE3/IFNG/NEFL	74
BP	GO:0019395	fatty acid oxidation	23/2074	106/18888	0.216981132	1.976055749	3.539215301	0.001019483	0.018276539	0.015228274	ACSM1/HADHB/ACADM/PDK4/ACADVL/ALOX12/ECHDC2/SCP2/ACOX2/SESN2/IRS1/BDH2/ACACB/ACOXL/ACADL/LEP/CRAT/NR4A3/ADH7/PLIN5/FMO1/PPARGC1A/ALOX15	23
BP	GO:0003151	outflow tract morphogenesis	19/2074	81/18888	0.234567901	2.136219151	3.599110634	0.001020537	0.018276539	0.015228274	SIX1/ELN/FZD2/RYR1/TGFBR3/SOX11/MSX2/CITED2/FOXC1/WNT11/SOX17/CLDN5/FOLR1/TBX1/SEMA3C/TBX3/TBX20/FOXC2/ROBO2	19
BP	GO:0061333	renal tubule morphogenesis	19/2074	81/18888	0.234567901	2.136219151	3.599110634	0.001020537	0.018276539	0.015228274	SIX1/KIF26B/HOXD11/SIX4/CITED1/CTNNBIP1/HOXB7/LGR5/WNK4/HES5/TCF21/TACSTD2/SIX2/WNT11/WT1/PBX1/SALL1/GPC3/IRX1	19
BP	GO:0072028	nephron morphogenesis	19/2074	81/18888	0.234567901	2.136219151	3.599110634	0.001020537	0.018276539	0.015228274	SIX1/KIF26B/HOXD11/SIX4/CITED1/STAT1/CTNNBIP1/HOXB7/WNK4/HES5/TCF21/TACSTD2/SIX2/WNT11/WT1/PBX1/SALL1/GPC3/IRX1	19
BP	GO:0019730	antimicrobial humoral response	27/2074	132/18888	0.204545455	1.862803542	3.493647771	0.001022941	0.018276539	0.015228274	SPINK5/SPON2/CXCL8/CXCL11/PRSS3/RNASE4/CXCL10/TF/MUC7/SLC11A1/S100A9/CTSG/PGC/SPRR2A/LGALS4/RNASE7/JCHAIN/SLPI/REG3G/ANG/PLA2G1B/WFDC5/DMBT1/PPBP/ACOD1/LTF/S100A7	27
BP	GO:0008643	carbohydrate transport	31/2074	159/18888	0.194968553	1.775586325	3.449226825	0.001052297	0.018744242	0.015617971	SORT1/SLC35C1/SLC37A1/SLC26A6/FGF19/SESN2/OCLN/SLC2A1/MFSD2B/IRS1/AQP3/SLC2A6/ACACB/ITLN1/SLC2A4/PLS1/PID1/DRD1/SMPD3/AQP10/LEP/IL1B/SLC2A12/GPC3/NR4A3/PLA2G1B/KLF15/SLC5A1/SORBS1/MFSD4A/PPBP	31
BP	GO:0006493	protein O-linked glycosylation	22/2074	100/18888	0.22	2.003548698	3.533853333	0.001071043	0.018963565	0.015800714	GALNT12/SLC35C1/ST3GAL4/FUT5/GALNT9/GALNT18/B3GNT6/FUT3/PLOD3/TET2/B3GNT9/GALNT16/GCNT3/B3GNT8/B3GNT3/GXYLT2/GALNT6/A4GNT/GCNT4/GALNTL6/MGAT5B/B3GALT5	22
BP	GO:0006721	terpenoid metabolic process	22/2074	100/18888	0.22	2.003548698	3.533853333	0.001071043	0.018963565	0.015800714	ADH1A/CYP26A1/CRABP2/RBP1/CYP2E1/CYP2C8/ALDH3A2/CYP2C18/HMGCS2/CYP2C9/ABCA4/AKR1C1/RDH12/CYP27C1/BCO2/DHRS9/ALDH1A2/ADH7/RBP4/AKR1C4/AKR1C3/RPE65	22
BP	GO:0018958	phenol-containing compound metabolic process	24/2074	113/18888	0.212389381	1.934238486	3.498302396	0.001100832	0.019432658	0.016191568	CITED1/HPRT1/DRD4/DUOX1/CYP2E1/CTSK/SLC7A11/GIPC1/FOXE1/SULT2A1/SLC16A10/ALDH2/ABAT/ZEB2/DRD1/HDC/DUOXA2/KL/DIO2/MAOA/GCNT4/CHRNB2/MAOB/DUOX2	24
BP	GO:0071772	response to BMP	34/2074	180/18888	0.188888889	1.720218579	3.409865408	0.001107872	0.019440521	0.01619812	DLX1/SULF1/NFIA/FST/EXT1/RUNX2/TMEM100/SOST/TFAP2B/TGFBR3/HTRA1/SOX11/TNFAIP6/HES5/BAMBI/SFRP4/MSX2/SPINT1/ACVR1/GREM2/DLX5/CHRDL1/EGR1/SMPD3/TBX20/MSX1/TOB1/HTRA3/GPC3/COL2A1/SOSTDC1/PPARG/FSTL4/GATA4	34
BP	GO:0071773	cellular response to BMP stimulus	34/2074	180/18888	0.188888889	1.720218579	3.409865408	0.001107872	0.019440521	0.01619812	DLX1/SULF1/NFIA/FST/EXT1/RUNX2/TMEM100/SOST/TFAP2B/TGFBR3/HTRA1/SOX11/TNFAIP6/HES5/BAMBI/SFRP4/MSX2/SPINT1/ACVR1/GREM2/DLX5/CHRDL1/EGR1/SMPD3/TBX20/MSX1/TOB1/HTRA3/GPC3/COL2A1/SOSTDC1/PPARG/FSTL4/GATA4	34
BP	GO:0097553	calcium ion transmembrane import into cytosol	35/2074	187/18888	0.187165775	1.704526117	3.400445587	0.001117766	0.019527029	0.0162702	GRIN2D/RYR1/ATP1A2/SLC24A2/PRNP/CALM1/CASQ2/CXCL11/ITPR3/ADCYAP1R1/CXCL10/TMEM38B/P2RX3/TRPM2/TRPV3/ANK2/HRC/CCL19/ITPR1/P2RY6/XCL1/DRD1/JPH2/CASQ1/RYR2/AKAP6/TPCN2/PLA2G1B/SLC8A1/LHCGR/NPSR1/DMD/XCR1/PLCH1/MS4A1	35
BP	GO:0006935	chemotaxis	73/2074	466/18888	0.156652361	1.426639241	3.275184062	0.001122738	0.019527029	0.0162702	TREM2/STK39/PLA2G7/IL34/CCL14/S100A14/CXCR2/IL12A/SERPINE1/ANGPT2/OXSR1/PGF/CXCL8/DUSP1/CXCL11/LGALS3/TNFAIP6/ITGAV/TIAM1/FGF10/PLAUR/CXCL10/TYMP/CH25H/GPNMB/GAB1/NTRK3/NRG1/TRPM2/S100A9/CTSG/ACKR3/CCR8/CCL19/PLD1/CCL7/SLIT3/SLAMF8/CDH13/PDGFRB/XCL1/SEMA3C/NTN1/EPHB1/CCL26/ADGRE2/S100A8/RAC3/ABCC1/IL1B/SEMA3E/EDN3/CX3CR1/KIT/SCG2/FLRT2/PLA2G1B/CYSLTR1/RNASE2/PLXNA4/HOXB9/ITGA9/CHGA/DPP4/ROBO2/XCR1/C5AR1/PPBP/SEMA3D/SEMA6D/FLRT3/TUBB2B/S100A7	73
BP	GO:0016055	Wnt signaling pathway	73/2074	466/18888	0.156652361	1.426639241	3.275184062	0.001122738	0.019527029	0.0162702	CTHRC1/COL1A1/RUVBL1/GRHL3/SCEL/LRRFIP2/STK3/SULF1/VPS4B/NDRG2/FZD2/KANK1/DEPDC1B/SHISA2/CITED1/EXT1/ASPM/LRRK2/MAD2L2/ROR1/SOST/SFRP5/RSPO1/CTNNBIP1/AMOTL2/GLI1/LGR5/TIAM1/BAMBI/FGF10/PYGO2/SFRP4/CUL3/RAB5A/DAAM2/KREMEN2/FOXL1/CELSR3/RSPO2/RNF213/MYOC/DLX5/GSC/WNT11/SOX17/COL6A1/NKD2/DVL3/EGR1/RECK/FOLR1/DIXDC1/ZEB2/TNFAIP3/RAC3/SHISA3/WNT7A/VANGL2/PRICKLE2/FERMT1/WNT16/SALL1/DKK4/GPC3/DACT3/KLF15/WNT10B/WNT8B/SOSTDC1/NOTUM/SOX10/TBX18/BARX1	73
BP	GO:0014706	striated muscle tissue development	46/2074	265/18888	0.173584906	1.580844599	3.344324538	0.00112754	0.019552877	0.016291737	CENPF/SORBS2/COL11A1/ACADM/CDK1/HEY1/PGM5/MEIS1/TGFBR3/RUNX1/NOX4/SCN5A/ERBB3/GLI1/MSX2/ACVR1/NEBL/RPL3L/PIM1/CITED2/FOXC1/PI16/NEB/NRG1/MYOCD/MYH11/PDGFRB/GJC1/SEMA3C/JPH2/TBX3/TBX20/WT1/RYR2/EYA2/MSX1/ALDH1A2/AKAP6/FOXC2/SLC8A1/MYL2/POU4F1/RBP4/TNNI3/TBX18/GATA4	46
BP	GO:0033002	muscle cell proliferation	44/2074	251/18888	0.175298805	1.596453146	3.340992774	0.00116461	0.020136489	0.016778011	SIX1/HPGD/ELN/CDK1/NDRG2/IGFBP3/STAT1/PRKDC/IL12A/TGFBR3/RUNX1/APLN/NDC80/CTNNBIP1/ERN1/GLI1/GNA12/HES5/PIM1/CITED2/FOXC1/CAV2/MYOCD/FOS/APOD/TACR1/CDH13/PDGFRB/P2RY6/EPHB1/TNFAIP3/SMPD3/TBX20/PDE1A/MMP9/ANG/NR4A3/FOXC2/RBP4/PPARG/MEGF10/PPARGC1A/IFNG/EREG	44
BP	GO:0019369	arachidonic acid metabolic process	15/2074	58/18888	0.25862069	2.355268846	3.630484915	0.001174638	0.020250479	0.016872989	MGLL/ALOX12/PTGDS/CYP2E1/CYP2C8/CYP2C18/CYP2C9/DAGLA/ALOX15B/ALOXE3/PTGS1/PTGIS/AKR1C3/CYP4F11/ALOX15	15
BP	GO:1904427	positive regulation of calcium ion transmembrane transport	19/2074	82/18888	0.231707317	2.110167698	3.538324353	0.001193948	0.020480437	0.017064593	CALM1/CXCL11/ADCYAP1R1/CXCL10/P2RX3/CACNB2/ANK2/ATP1B1/P2RY6/XCL1/DRD1/JPH2/CASQ1/RYR2/AKAP6/PLA2G1B/LHCGR/NPSR1/MS4A1	19
BP	GO:1901988	negative regulation of cell cycle phase transition	47/2074	273/18888	0.172161172	1.567878602	3.319369905	0.001198372	0.020480437	0.017064593	GTSE1/DTL/TRIP13/CENPF/BUB1B/CDCA8/AURKB/FAM107A/CDC45/CDC20/KNTC1/CDK1/BIRC5/SPC25/PRKDC/NUF2/CLSPN/BRCA1/SPDL1/E2F7/MAD2L2/TOPBP1/RAD51/KNL1/FHL1/ZWINT/BUB1/NDC80/DUSP1/MUC1/FBXO5/MAD2L1/BRIP1/CHEK2/FOXO4/XRCC3/ORC1/CDT1/ACVR1/TICRR/BRCA2/GPNMB/MAP3K20/CCNB1/KANK2/OVOL1/CDKN2B	47
BP	GO:0040020	regulation of meiotic nuclear division	11/2074	36/18888	0.305555556	2.782706525	3.760128904	0.001205552	0.020480437	0.017064593	TRIP13/RAD51AP1/CDC20/KNL1/ZWINT/FBXO5/MSX2/FBXO43/STRA8/DMRT1/MSX1	11
BP	GO:0048665	neuron fate specification	11/2074	36/18888	0.305555556	2.782706525	3.760128904	0.001205552	0.020480437	0.017064593	SIX1/NFIA/HOXC10/HOXD10/GLI2/POU4F1/DMRT3/NKX2-2/DMRTA2/SOX1/MNX1	11
BP	GO:0002685	regulation of leukocyte migration	41/2074	230/18888	0.17826087	1.623428787	3.340939186	0.001208818	0.020480437	0.017064593	ECM1/TREM2/STK39/PLA2G7/IL34/S100A14/CXCR2/IL12A/SERPINE1/FADD/TNFRSF18/ST3GAL4/OXSR1/MSN/PGF/CXCL8/DUSP1/LGALS3/TNFAIP6/CXCL10/LYVE1/MADCAM1/CCL19/CCL7/ZP3/SLAMF8/CHST2/APOD/TACR1/IL33/GCSAML/XCL1/SMPD3/RAC3/EDN3/CX3CR1/HOXA7/DPP4/C5AR1/TNFSF18/S100A7	41
BP	GO:0044242	cellular lipid catabolic process	41/2074	230/18888	0.17826087	1.623428787	3.340939186	0.001208818	0.020480437	0.017064593	MGLL/LPIN1/GDPD3/HADHB/PLA2G7/ACADM/ACADVL/ECHDC2/SCP2/ABHD5/CYP26A1/PNPLA3/MGST2/MCEE/ACOX2/SESN2/SCARB1/IRS1/PNPLA1/BDH2/GLA/ACACB/PPT1/PLD1/ACOXL/SMPD3/PLBD1/ACADL/DAGLA/LEP/BCO2/PLA2G5/LPL/CRAT/PLIN5/PLA2G4E/NEU2/GLYATL2/AKR1C3/ACER1/ENPP6	41
BP	GO:1990868	response to chemokine	22/2074	101/18888	0.217821782	1.983711582	3.481369328	0.001229942	0.020719249	0.017263574	TREM2/STK39/CCL14/CXCR2/OXSR1/CXCL8/DUSP1/CXCL11/CXCL10/FOXC1/ACKR1/TFF2/ACKR3/CCR8/CCL19/CCL7/SLIT3/XCL1/CCL26/CX3CR1/XCR1/PPBP	22
BP	GO:1990869	cellular response to chemokine	22/2074	101/18888	0.217821782	1.983711582	3.481369328	0.001229942	0.020719249	0.017263574	TREM2/STK39/CCL14/CXCR2/OXSR1/CXCL8/DUSP1/CXCL11/CXCL10/FOXC1/ACKR1/TFF2/ACKR3/CCR8/CCL19/CCL7/SLIT3/XCL1/CCL26/CX3CR1/XCR1/PPBP	22
BP	GO:0003206	cardiac chamber morphogenesis	26/2074	127/18888	0.204724409	1.864433291	3.43285688	0.001238379	0.020742842	0.017283233	COL11A1/FZD2/HEY1/TGFBR3/SOX11/MSX2/ACVR1/CITED2/FOXC1/WNT11/NRG1/SLIT3/ADGRG6/TBX1/SEMA3C/TBX3/TBX20/DNAH11/RYR2/FOXC2/MYL2/POU4F1/RBP4/TNNI3/ROBO2/GATA4	26
BP	GO:0003231	cardiac ventricle development	26/2074	127/18888	0.204724409	1.864433291	3.43285688	0.001238379	0.020742842	0.017283233	COL11A1/FZD2/HEY1/STRA6/TGFBR3/SCN5A/SOX11/ACVR1/CITED2/FOXC1/WNT11/NRG1/MYOCD/SLIT3/SEMA3C/PRDM1/TBX3/TBX20/RYR2/SALL1/FOXC2/MYL2/POU4F1/TNNI3/ROBO2/GATA4	26
BP	GO:0060343	trabecula formation	9/2074	26/18888	0.346153846	3.152436763	3.857212357	0.00124731	0.02083326	0.01735857	COL1A1/HEY1/TGFBR3/FBN2/MSX2/CHAD/ADGRG6/WNT10B/RBP4	9
BP	GO:0050919	negative chemotaxis	13/2074	47/18888	0.276595745	2.518968383	3.66181191	0.001259568	0.020923884	0.01743408	ITGAV/NRG1/SLIT3/SEMA3C/NTN1/SEMA3E/FLRT2/PLXNA4/DPP4/ROBO2/SEMA3D/SEMA6D/FLRT3	13
BP	GO:0042330	taxis	73/2074	468/18888	0.155982906	1.420542492	3.235477187	0.001263382	0.020923884	0.01743408	TREM2/STK39/PLA2G7/IL34/CCL14/S100A14/CXCR2/IL12A/SERPINE1/ANGPT2/OXSR1/PGF/CXCL8/DUSP1/CXCL11/LGALS3/TNFAIP6/ITGAV/TIAM1/FGF10/PLAUR/CXCL10/TYMP/CH25H/GPNMB/GAB1/NTRK3/NRG1/TRPM2/S100A9/CTSG/ACKR3/CCR8/CCL19/PLD1/CCL7/SLIT3/SLAMF8/CDH13/PDGFRB/XCL1/SEMA3C/NTN1/EPHB1/CCL26/ADGRE2/S100A8/RAC3/ABCC1/IL1B/SEMA3E/EDN3/CX3CR1/KIT/SCG2/FLRT2/PLA2G1B/CYSLTR1/RNASE2/PLXNA4/HOXB9/ITGA9/CHGA/DPP4/ROBO2/XCR1/C5AR1/PPBP/SEMA3D/SEMA6D/FLRT3/TUBB2B/S100A7	73
BP	GO:0198738	cell-cell signaling by wnt	73/2074	468/18888	0.155982906	1.420542492	3.235477187	0.001263382	0.020923884	0.01743408	CTHRC1/COL1A1/RUVBL1/GRHL3/SCEL/LRRFIP2/STK3/SULF1/VPS4B/NDRG2/FZD2/KANK1/DEPDC1B/SHISA2/CITED1/EXT1/ASPM/LRRK2/MAD2L2/ROR1/SOST/SFRP5/RSPO1/CTNNBIP1/AMOTL2/GLI1/LGR5/TIAM1/BAMBI/FGF10/PYGO2/SFRP4/CUL3/RAB5A/DAAM2/KREMEN2/FOXL1/CELSR3/RSPO2/RNF213/MYOC/DLX5/GSC/WNT11/SOX17/COL6A1/NKD2/DVL3/EGR1/RECK/FOLR1/DIXDC1/ZEB2/TNFAIP3/RAC3/SHISA3/WNT7A/VANGL2/PRICKLE2/FERMT1/WNT16/SALL1/DKK4/GPC3/DACT3/KLF15/WNT10B/WNT8B/SOSTDC1/NOTUM/SOX10/TBX18/BARX1	73
BP	GO:0032970	regulation of actin filament-based process	62/2074	385/18888	0.161038961	1.466588185	3.248578551	0.001297359	0.021426419	0.017852799	FSCN1/TMOD3/ELN/ECT2/ARHGEF10L/PFN2/GRHL3/SNX9/LIMK1/FAM107A/KANK1/C15orf62/GSN/CGNL1/STMN1/ATP1A2/SCN5A/RNH1/FHOD1/RND3/DAAM2/PDXP/EPHA1/ESAM/LMOD1/MYOC/TMSB15A/SCIN/TACSTD2/CAPZB/ARHGAP40/WNT11/NEB/TRPM2/CFL2/ANK2/DVL3/KANK4/TACR1/PDGFRB/SYNPO2/PHLDB2/DIXDC1/ZEB2/CCL26/BST2/SIGLEC15/RAC3/RND1/RHPN1/CTTN/RYR2/KANK2/RHOD/CTNNA2/SMIM22/TMSB15B/ADD2/CAPZA3/ALOX15/GATA4/MYO3A	62
BP	GO:0045137	development of primary sexual characteristics	42/2074	238/18888	0.176470588	1.607124624	3.310375451	0.001301402	0.021433139	0.017858398	SIX4/FST/ASPM/KIF18A/FANCA/NUDT1/TNFAIP6/BRIP1/ADCYAP1R1/AR/FOXL2/TCF21/CITED2/BASP1/BRCA2/NKX2-1/FOXC1/LHFPL2/NASP/ZP3/SLIT3/TNFSF10/NCOA1/VGF/DMRT1/WT1/LEP/FSHR/NR0B1/SALL1/LHX9/KIT/ANG/GFRA1/LHCGR/GAS2/ROBO2/AKR1C3/GPR149/GATA4/EREG/SRY	42
BP	GO:0030509	BMP signaling pathway	32/2074	168/18888	0.19047619	1.734674198	3.359284999	0.001322041	0.021712407	0.018091088	DLX1/SULF1/NFIA/FST/EXT1/RUNX2/TMEM100/SOST/TFAP2B/TGFBR3/HTRA1/SOX11/TNFAIP6/HES5/BAMBI/SFRP4/MSX2/ACVR1/GREM2/DLX5/CHRDL1/EGR1/SMPD3/TBX20/MSX1/TOB1/HTRA3/GPC3/SOSTDC1/PPARG/FSTL4/GATA4	32
BP	GO:0030900	forebrain development	65/2074	408/18888	0.159313725	1.450876397	3.23360482	0.001329481	0.02177395	0.018142367	KIF14/PLXNA1/DLX1/DLX2/STIL/COL3A1/TACC3/LHX5/EXT1/PITX1/ASPM/HPRT1/LRRK2/ATP1A2/SCN5A/CDK6/GLI1/TYRO3/HES5/RTN4R/FGF10/LHX2/CNTNAP2/SLC2A1/LAMB1/PTCHD1/DLX5/SLC7A11/NKX2-1/OTX1/DCLK1/GSC/NDST1/GLI2/NTRK2/EMX1/NCOA1/BTG2/DIXDC1/SLITRK5/DRD1/SCN2A/RELN/TBX3/RAC3/WNT7A/DNAH5/SEMA3E/ANXA3/MSX1/ALDH1A2/NR0B1/SALL1/FOXG1/GHRHR/NDNF/ZIC1/PLXNA4/POU4F1/CHRNB2/ROBO2/DMRTA2/SOX1/TUBB2B/NEFL	65
BP	GO:0032496	response to lipopolysaccharide	57/2074	348/18888	0.163793103	1.491670269	3.251315012	0.001333725	0.02178234	0.018149357	SASH1/HPGD/TREM2/HADHB/FBXO3/CITED1/CDK4/S100A14/CSF2/IL12A/SERPINE1/CYP27B1/SPON2/MGST2/CXCL8/CXCL11/PELI1/FGF10/ZFP36/ALAD/SCARB1/CXCL10/HMGCS2/NLRP7/SLC11A1/ATP4B/S100A9/CTSG/NOCT/NOS2/IDO1/FOS/COL6A1/AKAP12/MMP8/CD80/CD14/TNFAIP3/S100A8/SLPI/IL1B/DIO2/TNIP3/CX3CR1/MMP9/PDCD1LG2/LDOC1/IL37/CLDN1/CMPK2/MAOB/FMO1/PPBP/IL36G/ACOD1/LTF/S100A7	57
BP	GO:0015850	organic hydroxy compound transport	52/2074	311/18888	0.167202572	1.522720437	3.264466595	0.001337382	0.02178234	0.018149357	SPP1/TREM2/SLC5A12/VPS4B/PCSK9/STRA6/SCP2/DRD4/RAB3B/CEACAM1/SLC26A6/TSPO2/SLCO1A2/WNK4/SYT15/OSBPL10/NMB/SCARB1/SLC10A5/AQP3/SLC6A2/SLC16A1/ACACB/CFTR/SLC6A4/SYT12/ABCA4/NPC1L1/CHRNA6/TMEM97/AKR1C1/SLC10A4/ABAT/DRD1/AQP10/LEP/SLC18A2/SYT1/SLCO1B1/NR0B2/GRAMD1C/SLC29A4/TPCN2/SLC5A1/CHRNB2/MAOB/SYT5/CHGA/RBP4/SLCO1B3/AKR1C4/PPARG	52
BP	GO:0042693	muscle cell fate commitment	7/2074	17/18888	0.411764706	3.749957456	3.983853166	0.001366348	0.022071204	0.018390043	FGF10/ACVR1/TBX1/TBX3/WT1/MYL2/TBX18	7
BP	GO:0051382	kinetochore assembly	7/2074	17/18888	0.411764706	3.749957456	3.983853166	0.001366348	0.022071204	0.018390043	CENPF/DLGAP5/CENPA/KNTC1/CENPE/CENPH/CENPK	7
BP	GO:0072074	kidney mesenchyme development	7/2074	17/18888	0.411764706	3.749957456	3.983853166	0.001366348	0.022071204	0.018390043	SIX1/SIX4/STAT1/TCF21/BASP1/SIX2/WT1	7
